303|30304|파라다이스시티|자기부상|00|
1001|100102|파주|경의선|1283|K334
1101|110105|판교|신분당선|4311|K410
203|20301|판교|경강선|1501|D11
1001|100144|팔당|경의선|1210|K128
1201|120118|평내호평|경춘선|1317|P128
104|10433|평촌|4호선|1456|441
101|10182|평택|1호선|1724|P165
101|10181|평택지제|1호선|1723|P164
1701|170108|풍무|김포도시철도|4927|697
1001|100109|풍산|경의선|1274|K325
107|10707|하계|7호선|2717|7151
105|10564|하남검단산|5호선|2566|558
105|10563|하남시청|5호선|2565|557
105|10561|하남풍산|5호선|2564|556
107|10723|학동|7호선|2733|731
103|10337|학여울|3호선|0336|346
106|10617|한강진|6호선|2632|631
1001|100130|한남|경의선|1010|K113
201|20164|한대앞|수인분당선|1830|449
104|10441|한대앞|4호선|1755|K251
104|10411|한성대입구|4호선|0419|419
109|10935|한성백제|9호선|4135|935
102|10249|한양대|2호선|0209|209
201|20112|한티|수인분당선|1024|K216
303|30303|합동청사|자기부상|00|
106|10647|합정|6호선|2623|238
102|10235|합정|2호선|0238|622
105|10530|행당|5호선|2540|539
1001|100114|행신|경의선|1270|K320
104|10412|혜화|4호선|0420|420
201|20149|호구포|수인분당선|1882|K263
1001|100121|홍대입구|경의선|4203|239
901|90109|홍대입구|공항철도|1264|K314
102|10236|홍대입구|2호선|0239|A03
103|10315|홍제|3호선|0314|324
1501|150109|화계|우이신설경전철|4705|945
105|10508|화곡|5호선|2518|517
106|10602|화랑대|6호선|2647|646
101|10171|화서|1호선|1712|P154
1001|100115|화전|경의선|1268|K318
103|10307|화정|3호선|1952|315
1201|120123|회기|경춘선|1307|123
1001|100145|회기|경의선|1015|K118
101|10115|회기|1호선|1015|P118
202|20202|회룡|의정부경전철|4602|111
101|10103|회룡|1호선|1905|U111
104|10417|회현|4호선|0425|425
202|20211|효자|의정부경전철|4611|U121
1001|100126|효창공원앞|경의선|1261|K826
106|10621|효창공원앞|6호선|2628|627
109|10925|흑석|9호선|4119|919
101|20206|청산|1호선|1917|1111
202|20206|전곡|의정부경전철|4606|1111
202|20206|연천|의정부경전철|4606|U115
202|20206|운천|의정부경전철|4606|U115
202|20206|원종|의정부경전철|4606|U115
202|20206|흥선|의정부경전철|4606|U115
