7호선|7호선|107|사가정|12708847|3758101|127.08846879377|37.581014551483|subway|metro|10714|
2호선|2호선|102|사당|12698142|3747680|126.98142453702|37.476799200415|subway|metro|10219|
경춘선|경춘선|1201|사릉|12717697|3765095|127.17696744121277|37.65095280518276|subway|metro|120112|
수인분당선|수인분당선|201|사리|12685710|3729064|126.85710444456184|37.290641235808586|subway|metro|20165|
김포도시철도|김포도시철도|1701|사우|12671977|3762032|126.71976741873046|37.620321335136204|subway|metro|170107|
9호선|9호선|109|사평|12701554|3750417|127.01554027932|37.504166229245|subway|metro|10914|
4호선|4호선|104|산본|12693308|3735798|126.93308012686|37.357979348568|subway|metro|10436|
4호선|4호선|104|삼각지|12697343|3753476|126.97343081162|37.53475856776|subway|metro|10420|
경강선|경강선|203|삼동|12720343|3740873|127.20343259021207|37.408726944896514|subway|metro|20303|
2호선|2호선|102|삼성|12706317|3750869|127.06316504681038|37.50869359555036|subway|metro|10212|
9호선|9호선|109|삼성중앙|12705278|3751293|127.05278237262088|37.512930033045436|subway|metro|10928|
3호선|3호선|103|삼송|12689540|3765312|126.89539721462|37.653124566126|subway|metro|10309|
우이신설경전철|우이신설경전철|1501|삼양|12701816|3762692|127.018156780705|37.6269190539283|subway|metro|150108|
우이신설경전철|우이신설경전철|1501|삼양사거리|12702049|3762132|127.020488845069|37.6213181360851|subway|metro|150107|
9호선|9호선|109|삼전|12708736|3750455|127.08736363126373|37.504549097056476|subway|metro|10931|
4호선|4호선|104|상계|12707313|3766090|127.07312868436|37.660904965127|subway|metro|10402|
7호선|7호선|107|상도|12694774|3750285|126.94774169771|37.502852373247|subway|metro|10731|
4호선|4호선|104|상록수|12686649|3730252|126.86648616898|37.302517038717|subway|metro|10440|
7호선|7호선|107|상봉|12708533|3759609|127.08533238670277|37.59609109486209|subway|metro|10712|
6호선|6호선|106|상수|12692258|3754777|126.92258376028|37.547769780517|subway|metro|10625|
2호선|2호선|102|상왕십리|12702935|3756417|127.02935242314|37.564171043260|subway|metro|10247|
6호선|6호선|106|상월곡|12704859|3760632|127.04858866449501|37.606322415977765|subway|metro|10606|
5호선|5호선|105|상일동|12716526|3755659|127.16526319047|37.556587590113|subway|metro|10544|
경춘선|경춘선|1201|상천|12745431|3777007|127.45431160777|37.770073670717|subway|metro|120114|
신분당선|신분당선|1101|상현|12706933|3729762|127.06932950887209|37.297622648839436|subway|metro|110110|
의정부경전철|의정부경전철|202|새말|12706373|3774883|127.06372886317886|37.74883429171757|subway|metro|20209|
6호선|6호선|106|새절|12691366|3759099|126.91366005020573|37.59099412864646|subway|metro|10632|
9호선|9호선|109|샛강|12692863|3751725|126.92862913432|37.517251661352|subway|metro|10915|
경의선|경의선|1001|서강대|12693547|3755207|126.93546863482457|37.55207269233281|subway|metro|100122|
인천2호선|인천2호선|302|서구청|12667694|3754409|126.67693953217801|37.544089023775435|subway|metro|30213|
5호선|5호선|105|서대문|12696659|3756574|126.96658640787|37.565737806582|subway|metro|10523|
인천2호선|인천2호선|302|서부여성회관|12667616|3750029|126.67615576154755|37.50028931645805|subway|metro|30214|
경의선|경의선|1001|서빙고|12698870|3751938|126.9886965981073|37.51937670391026|subway|metro|100129|
신림선|신림선|1801|서울대벤처타운|12693396|3747200|126.933959958388|37.4720023242775|subway|metro|180110|
2호선|2호선|102|서울대입구|12695263|3748103|126.95262690034|37.481030591977|subway|metro|10221|
수인분당선|수인분당선|201|서울숲|12704466|3754349|127.0446638|37.54348635|subway|metro|20129|
1호선|1호선|101|서울역|12697246|3755575|126.972456321527|37.55575304872655|subway|metro|10124|
신림선|신림선|1801|서울지방병무청|12692271|3750606|126.922713971785|37.5060553927614|subway|metro|180103|
신림선|신림선|1801|서원|12693311|3747824|126.93310993651|37.4782386357719|subway|metro|180109|
2호선|2호선|102|서초|12700760|3749178|127.00759720184|37.491782835273|subway|metro|10217|
수인분당선|수인분당선|201|서현|12712358|3738498|127.123582|37.38497817|subway|metro|20105|
1호선|1호선|101|석계|12706556|3761498|127.06556124292|37.614983231835|subway|metro|10112|
7호선|7호선|107|석남|12667615|3750624|126.676149271119|37.5062431189861|subway|metro|10762|
인천2호선|인천2호선|302|석바위시장|12669261|3745793|126.69261421740783|37.45793195060143|subway|metro|30216|
1호선|1호선|101|석수|12690215|3743485|126.90214794263336|37.43484794424927|subway|metro|10163|
인천2호선|인천2호선|302|석천사거리|12671065|3745680|126.71064621109063|37.456797154348|subway|metro|30217|
8호선|8호선|108|석촌|12710700|3750541|127.107004062699|37.5054141216925|subway|metro|10806|
9호선|9호선|109|석촌고분|12709651|3750246|127.0965081858022|37.50246245994369|subway|metro|10932|
2호선|2호선|102|선릉|12704870|3750438|127.0486966|37.50437895|subway|metro|10213|
4호선|4호선|104|선바위|12700224|3745149|127.00224337842576|37.451487370359445|subway|metro|10427|
9호선|9호선|109|선유도|12689329|3753780|126.893289912|37.537802980795|subway|metro|10916|
9호선|9호선|109|선정릉|12704359|3751059|127.0435852|37.51059117|subway|metro|10927|
1호선|1호선|101|성균관대|12697185|3730003|126.97184773587963|37.30002510113664|subway|metro|10170|
신분당선|신분당선|1101|성복|12708028|3731340|127.08027523503436|37.3134018747995|subway|metro|110109|
2호선|2호선|102|성수|12705599|3754443|127.05598930947|37.544433799888|subway|metro|10204|
