9호선|9호선|4101|개화|12679677|3757829|126.7967650138563|37.57828528239973|subway|metro|10902
5호선|5호선|2512|개화산|12680629|3757231|126.80628853454|37.572312421063|subway|metro|10502
5호선|5호선|2560|거여|12714367|3749317|127.14366721267|37.493167441457|subway|metro|10550
2호선|2호선|0212|건대입구|12706986|3754061|127.06986280128|37.540608887379|subway|metro|10205
김포도시철도|김포도시철도|4925|걸포북변|12670578|3763164|126.70577572197524|37.631638772756794|subway|metro|170106
인천2호선|인천2호선|3203|검단사거리|12665660|3760162|126.65660163824005|37.60162296222178|subway|metro|30204
인천2호선|인천2호선|3201|검단오류|12662812|3759492|126.62812047190583|37.59492341722339|subway|metro|30205
인천2호선|인천2호선|3208|검바위|12667787|3756137|126.67787223626818|37.561372643718514|subway|metro|30206
인천2호선|인천2호선|3207|검암|12667597|3756889|126.6759721732178|37.56889073108077|subway|metro|30207
경강선|경강선|1504|경기광주|12725347|3739903|127.25346591655584|37.39902991834045|subway|metro|20304
의정부경전철|의정부경전철|4610|경기도청 북부청사|12707165|3775077|127.07164506385632|37.750766826256836|subway|metro|20210
4호선|4호선|1451|경마공원|12700766|3744390|127.00765751562|37.443903766954|subway|metro|10428
3호선|3호선|0317|경복궁|12697348|3757561|126.97348323557|37.575605422065|subway|metro|10318
인천1호선|인천1호선|3115|경인교대입구|12672261|3753801|126.72261275935|37.538011683663|subway|metro|30118
의정부경전철|의정부경전철|4604|경전철의정부|12704333|3773710|127.0433262937639|37.73710393297706|subway|metro|20204
3호선|3호선|0341|경찰병원|12712430|3749577|127.12429963231|37.495765387938|subway|metro|10346
인천1호선|인천1호선|3114|계산|12672794|3754325|126.72793861238|37.543251323403|subway|metro|30119
인천1호선|인천1호선|3110|계양|12673604|3757167|126.7360439461752|37.571673476955794|subway|metro|30124
5호선|5호선|2553|고덕|12715408|3755503|127.15407852464|37.555034728635|subway|metro|10543
6호선|6호선|2641|고려대|12703586|3759034|127.03586416314|37.59033908051|subway|metro|10608
수인분당선|수인분당선|1873|고색|12698057|3724977|126.980572516343|37.2497717717764|subway|metro|20169
3호선|3호선|2736|고속터미널|12700454|3750437|127.00454027932|37.504366229245|subway|metro|10330
4호선|4호선|1757|고잔|12682293|3731675|126.82293066833172|37.31674533357575|subway|metro|10443
용인경전철|용인경전철|4513|고진|12721428|3724477|127.21427864703399|37.24476971643843|subway|metro|130112
김포도시철도|김포도시철도|4928|고촌|12677033|3760121|126.770325947061|37.601213413053|subway|metro|170109
경의중앙선|경의중앙선|1272|곡산|12680157|3764545|126.80157062242256|37.645445191560505|subway|metro|100111
의정부경전철|의정부경전철|4612|곤제|12708375|3775066|127.08375220294608|37.7506552337031|subway|metro|20212
경강선|경강선|1506|곤지암|12734647|3735049|127.34646666770696|37.35048575206775|subway|metro|20306
5호선|5호선|2530|공덕|12695189|3754298|126.95188953220112|37.54298043728907|subway|metro|10520
7호선|7호선|2718|공릉|12707282|3762551|127.07282359805|37.625513212671|subway|metro|10708
9호선|9호선|4103|공항시장|12681049|3756360|126.81048991203|37.563602980801|subway|metro|10904
공항철도|공항철도|4212|공항화물청사|12647764|3745875|126.47763552863265|37.4587517436732|subway|metro|90103
4호선|4호선|1453|과천|12699646|3743275|126.99645972679|37.432754762756|subway|metro|10430
1호선|1호선|1705|관악|12690862|3741945|126.90861861254|37.419445735761|subway|metro|10164
신림선|신림선|4411|관악산|12694510|3746909|126.94509952208|37.4690860478461|subway|metro|180111
신분당선|신분당선|4319|광교|12704423|3730212|127.04422599771105|37.30212185378659|subway|metro|110112
신분당선|신분당선|4318|광교중앙|12705160|3728852|127.05160462501128|37.28852221374003|subway|metro|110111
5호선|5호선|2547|광나루|12710351|3754505|127.10351212561|37.545048103533|subway|metro|10537
1호선|1호선|1750|광명|12688494|3741637|126.88493796112395|37.41637060588534|subway|metro|10196
7호선|7호선|2750|광명사거리|12685473|3747942|126.85472779665|37.479418980827|subway|metro|10740
1호선|1호선|1305|광운대|12706140|3762376|127.06139991639|37.623762649017|subway|metro|10111
5호선|5호선|2534|광화문|12697621|3757082|126.97621291125|37.570816504156|subway|metro|10524
6호선|6호선|2625|광흥창|12693182|3754747|126.93181765954|37.547469773435|subway|metro|10624
2호선|2호선|0330|교대|12701422|3749320|127.01422373881|37.493200613034|subway|metro|10216
김포도시철도|김포도시철도|4921|구래|12662858|3764539|126.62857604330732|37.64539340715656|subway|metro|170102
1호선|1호선|1701|구로|12688226|3750295|126.8822606179418|37.502946193025835|subway|metro|10132
2호선|2호선|0232|구로디지털단지|12690148|3748516|126.90148468313|37.485162149801|subway|metro|10225
수인분당선|수인분당선|1026|구룡|12705911|3748670|127.059108|37.48669555|subway|metro|20115
경의중앙선|경의중앙선|1205|구리|12714364|3760326|127.14363649435|37.603260290606|subway|metro|100139
9호선|9호선|4121|구반포|12698694|3750117|126.98694027932|37.501166229244|subway|metro|10905
6호선|6호선|2616|구산|12691719|3761126|126.91719225121|37.611258522375|subway|metro|10638
수인분당선|수인분당선|0010|구성|12710542|3729884|127.1054171|37.29883831|subway|metro|20137
2호선|2호선|0213|구의|12708573|3753692|127.08572966803|37.536918638724|subway|metro|10206
1호선|1호선|1813|구일|12687016|3749655|126.87015667802|37.496546705467|subway|metro|10133
3호선|3호선|0310|구파발|12691878|3763665|126.91878321482|37.636649115575|subway|metro|10311
경의중앙선|경의중앙선|1214|국수|12739917|3751610|127.39917370015|37.516103878236|subway|metro|100127
인천1호선|인천1호선|3138|국제업무지구|12663035|3739950|126.63034613441012|37.39950089963786|subway|metro|30113
9호선|9호선|4114|국회의사당|12691764|3752817|126.91763920416|37.528169942011|subway|metro|10906
5호선|5호선|2545|군자|12707943|3755713|127.07943303411|37.557133924835|subway|metro|10535
1호선|1호선|1709|군포|12694826|3735400|126.94825605516095|37.35400249793862|subway|metro|10168
경춘선|경춘선|1324|굴봉산|12755774|3783195|127.55774058754373|37.83194988329542|subway|metro|120104
7호선|7호선|3760|굴포천|12673111|3750708|126.73110710797067|37.507083338056056|subway|metro|10759
5호선|5호선|2551|굽은다리|12714281|3754538|127.14281164798|37.545379265532|subway|metro|10541
인천1호선|인천1호선|3111|귤현|12674239|3756622|126.74239048411268|37.56621734143828|subway|metro|30122
경춘선|경춘선|1316|금곡|12720753|3763732|127.20752536485296|37.637320695050164|subway|metro|120105
경의중앙선|경의중앙선|1279|금릉|12676520|3775110|126.76520377669338|37.751104322397154|subway|metro|100105
1호선|1호선|1458|금정|12694317|3737206|126.94316687664|37.372064241147|subway|metro|10167
1호선|1호선|1703|금천구청|12689343|3745608|126.89342596506873|37.45607730344292|subway|metro|10162
경의중앙선|경의중앙선|1280|금촌|12677466|3776597|126.77465757794373|37.76597180208753|subway|metro|100104
3호선|3호선|0324|금호|12701566|3754800|127.01566145100|37.548004010988|subway|metro|10325
수인분당선|수인분당선|1865|기흥|12711590|3727537|127.1158996|37.27536539|subway|metro|20123
5호선|5호선|2550|길동|12714004|3753794|127.14004329820547|37.53794494277726|subway|metro|10540
4호선|4호선|0417|길음|12702496|3760351|127.02496109234|37.603508497421|subway|metro|10409
용인경전철|용인경전철|4511|김량장|12719880|3723735|127.19879575656189|37.23734508554997|subway|metro|130110
경춘선|경춘선|1327|김유정|12771389|3781837|127.71388763744254|37.81836763979229|subway|metro|120106
5호선|5호선|1980|김포공항|12680147|3756226|126.80147029794692|37.56226010164151|subway|metro|10503
2호선|2호선|0200|까치산|12684674|3753168|126.84674322099|37.531683732422|subway|metro|10231
7호선|7호선|3753|까치울|12681133|3750633|126.81133088255116|37.50632982636289|subway|metro|10752
2호선|2호선|0227|낙성대|12696360|3747693|126.96360015514|37.476926072591|subway|metro|10220
7호선|7호선|2747|남구로|12688734|3748613|126.88733546929|37.486132829255|subway|metro|10737
인천2호선|인천2호선|3225|남동구청|12673663|3744842|126.7366259237876|37.448424446678025|subway|metro|30208
수인분당선|수인분당선|1883|남동인더스파크|12669533|3740740|126.6953325|37.40740117|subway|metro|20150
3호선|3호선|0331|남부터미널|12701619|3748482|127.01618975187|37.48482471707|subway|metro|10332
7호선|7호선|2739|남성|12697124|3748453|126.97123513697|37.484534687511|subway|metro|10729
1호선|1호선|1002|남영|12697129|3754059|126.97129361602536|37.54059346815636|subway|metro|10125
8호선|8호선|2828|남위례|12713935|3746272|127.139350997519|37.4627230752808|subway|metro|10820
경춘선|경춘선|1328|남춘천|12772346|3786378|127.7234594265572|37.86378285384552|subway|metro|120107
4호선|4호선|0434|남태령|12698884|3746425|126.98883630666627|37.46424858107809|subway|metro|10426
8호선|8호선|2823|남한산성입구|12715980|3745156|127.15979628094|37.451562536763|subway|metro|10813
7호선|7호선|2737|내방|12699322|3748751|126.99322231453|37.487511800919|subway|metro|10727
9호선|9호선|4118|노들|12695298|3751261|126.95297932426911|37.51260923196742|subway|metro|10908
1호선|1호선|1004|노량진|12694181|3751373|126.94180614686586|37.513732763211586|subway|metro|10127
4호선|4호선|0411|노원|12706201|3765496|127.06200534604257|37.654960363881045|subway|metro|10403
3호선|3호선|0313|녹번|12693575|3760086|126.93575297378|37.600855247606|subway|metro|10314
6호선|6호선|2630|녹사평|12698675|3753464|126.98675178778|37.534642010642|subway|metro|10619
1호선|1호선|1908|녹양|12704243|3775931|127.04243035921|37.759309740394|subway|metro|10187
1호선|1호선|1021|녹천|12705126|3764462|127.05125652042054|37.644619985400325|subway|metro|10109
7호선|7호선|2734|논현|12702128|3751119|127.02128307667|37.511186914218|subway|metro|10724
경의중앙선|경의중앙선|104C|능곡|12682030|3761891|126.82029521338018|37.61890741140846|subway|metro|100113
8호선|8호선|2824|단대오거리|12715665|3744513|127.15665174386|37.44512808175|subway|metro|10814
서해선|서해선|4811|달미|12680942|3734879|126.809416088572|37.3487879549025|subway|metro|160108
수인분당선|수인분당선|1878|달월|12674540|3738002|126.7454012|37.38002496|subway|metro|20145
5호선|5호선|2543|답십리|12705247|3756691|127.05247007659|37.566905978565|subway|metro|10533
4호선|4호선|0409|당고개|12707896|3767033|127.07895550849|37.670325722269|subway|metro|10401
신림선|신림선|4407|당곡|12692756|3749022|126.927560844494|37.490223280126|subway|metro|180107
2호선|2호선|0237|당산|12690242|3753426|126.90242410030254|37.534257527403085|subway|metro|10234
1호선|1호선|1729|당정|12694834|3734379|126.94834347130136|37.343791623679074|subway|metro|10197
3호선|3호선|103C|대곡|12681030|3763134|126.81029876299202|37.631335503602784|subway|metro|10306
4호선|4호선|1452|대공원|12700657|3743577|127.00657195018836|37.43577238556911|subway|metro|10429
2호선|2호선|2746|대림|12689591|3749307|126.89591045445|37.493072071403|subway|metro|10226
수인분당선|수인분당선|1028|대모산입구|12707243|3749133|127.0724266|37.49132987|subway|metro|20110
1호선|1호선|1005|대방|12692681|3751316|126.92680827431374|37.513163547029286|subway|metro|10128
경춘선|경춘선|1320|대성리|12737982|3768385|127.37981662723735|37.68384736501166|subway|metro|120108
4호선|4호선|1752|대야미|12691700|3732793|126.91700136757852|37.32792577868461|subway|metro|10438
3호선|3호선|0337|대청|12707952|3749346|127.07951501295|37.493460961119|subway|metro|10338
3호선|3호선|0335|대치|12706327|3749428|127.06326650381|37.494279495241|subway|metro|10336
3호선|3호선|1958|대화|12674733|3767594|126.74732800168675|37.67593649253591|subway|metro|10301
6호선|6호선|2626|대흥|12694222|3754766|126.94222056330|37.547664885931|subway|metro|10623
1호선|1호선|1910|덕계|12705636|3781867|127.05636038721|37.818668317728|subway|metro|10189
경의중앙선|경의중앙선|1208|덕소|12720882|3758651|127.20881787976951|37.586512857776576|subway|metro|100142
1호선|1호선|1911|덕정|12706140|3784320|127.06140141515691|37.84320440014257|subway|metro|10190
3호선|3호선|1025|도곡|12705535|3749083|127.05534837027|37.490825239111|subway|metro|10335
경의중앙선|경의중앙선|1206|도농|12716104|3760846|127.16103528274974|37.608457003774966|subway|metro|100140
2호선|2호선|0247|도림천|12688270|3751421|126.88270221357|37.514205221362|subway|metro|10228
1호선|1호선|1902|도봉|12704556|3767921|127.04556124463507|37.679214372177654|subway|metro|10106
1호선|1호선|1903|도봉산|12704611|3768937|127.0461116667279|37.689373809712436|subway|metro|10105
경의중앙선|경의중앙선|1209|도심|12722279|3757952|127.22278822328104|37.57952039851498|subway|metro|100143
1호선|1호선|1817|도원|12664248|3746824|126.64248254727|37.468235741174|subway|metro|10150
1호선|1호선|1823|도화|12666851|3746599|126.66850837948|37.465988376426|subway|metro|10148
3호선|3호선|0316|독립문|12695785|3757449|126.95785075887|37.574485059852|subway|metro|10317
6호선|6호선|2614|독바위|12693300|3761844|126.93299610067|37.618440705131|subway|metro|10636
1호선|1호선|1714|독산|12688922|3746651|126.88922240383|37.466507589563|subway|metro|10161
인천2호선|인천2호선|3206|독정|12667616|3758519|126.67616193630015|37.58519017201001|subway|metro|30209
6호선|6호선|2644|돌곶이|12705645|3761053|127.05644816033|37.610527706541|subway|metro|10605
1호선|1호선|0421|동대문|12701012|3757129|127.01011887827|37.571291323803|subway|metro|10119
2호선|2호선|2537|동대문역사문화공원|12700717|3756508|127.00716785345|37.565078290069|subway|metro|10245
3호선|3호선|0322|동대입구|12700528|3755883|127.00528129658|37.558832757118|subway|metro|10323
1호선|1호선|1915|동두천|12705479|3792766|127.05479211687839|37.927663557008316|subway|metro|10194
1호선|1호선|1913|동두천중앙|12705624|3790170|127.05624103089667|37.90169771089602|subway|metro|10192
인천1호선|인천1호선|3132|동막|12667342|3739797|126.67341993634|37.397969479166|subway|metro|30101
1호선|1호선|2637|동묘앞|12701559|3757254|127.01559319183245|37.572537414181774|subway|metro|10153
용인경전철|용인경전철|4505|동백|12715271|3726911|127.15271087992575|37.26911217062182|subway|metro|130105
인천1호선|인천1호선|3121|동수|12671844|3748529|126.71843693180472|37.485286689561576|subway|metro|30112
1호선|1호선|1808|동암|12670285|3747072|126.70285321476099|37.470716418022874|subway|metro|10145
의정부경전철|의정부경전철|4608|동오|12705692|3774521|127.05691805248737|37.74520687562203|subway|metro|20208
1호선|1호선|1811|동인천|12663247|3747547|126.63247084617|37.475470957595|subway|metro|10151
4호선|4호선|0431|동작|12697814|3750297|126.97814027931|37.502966229243|subway|metro|10423
신분당선|신분당선|4314|동천|12710285|3733811|127.10284823395584|37.33810873754048|subway|metro|110107
인천1호선|인천1호선|3131|동춘|12668096|3740487|126.68095543563|37.404869011678|subway|metro|30102
1호선|1호선|1727|두정|12714869|3683367|127.1486851486|36.833666477589|subway|metro|10185
용인경전철|용인경전철|4515|둔전|12721362|3726720|127.21362064370588|37.26719783334536|subway|metro|130114
5호선|5호선|2555|둔촌동|12713630|3752775|127.13629599766|37.527747261749|subway|metro|10545
9호선|9호선|4137|둔촌오륜|12713865|3751941|127.13865206962898|37.51940803726135|subway|metro|10937
9호선|9호선|4109|등촌|12686549|3755060|126.86548991201|37.550602980798|subway|metro|10912
6호선|6호선|2619|디지털미디어시티|12689959|3757677|126.8995894583493|37.57676870774593|subway|metro|10630
2호선|2호선|0210|뚝섬|12704736|3754712|127.04736480935|37.54712239199|subway|metro|10250
7호선|7호선|2730|자양|12706667|3753126|127.06666726773567|37.53125616254469|subway|metro|10720
5호선|5호선|2515|마곡|12682487|3756025|126.82486645991|37.560250353349|subway|metro|10505
9호선|9호선|4105|마곡나루|12682742|3756671|126.827420928424|37.5667126094974|subway|metro|10913
3호선|3호선|1955|마두|12677774|3765199|126.77774169659|37.651987984505|subway|metro|10304
7호선|7호선|2714|마들|12705733|3766516|127.05733371192|37.665162334738|subway|metro|10704
김포도시철도|김포도시철도|4922|마산|12664400|3764061|126.644004368759|37.6406117204577|subway|metro|170103
경춘선|경춘선|1319|마석|12731150|3765253|127.31149648951465|37.65252805484508|subway|metro|120109
5호선|5호선|2542|마장|12704298|3756621|127.04297687680|37.566206748495|subway|metro|10532
인천2호선|인천2호선|3204|마전|12666727|3759779|126.66727485930913|37.597788300714555|subway|metro|30210
5호선|5호선|2561|마천|12715248|3749496|127.15247599251|37.494958842509|subway|metro|10551
5호선|5호선|2529|마포|12694575|3753957|126.94575364674|37.53956667675|subway|metro|10519
6호선|6호선|2621|마포구청|12690319|3756351|126.90319353288|37.563506572218|subway|metro|10628
인천2호선|인천2호선|3224|만수|12673192|3745522|126.731923004341|37.455216505282124|subway|metro|30211
경의중앙선|경의중앙선|1310|망우|12709213|3759930|127.09212555265|37.599304922608|subway|metro|100137
6호선|6호선|2622|망원|12690982|3755594|126.90981655224|37.555943859991|subway|metro|10627
1호선|1호선|1904|망월사|12704738|3771012|127.04738264952|37.710117502778|subway|metro|10104
수인분당선|수인분당선|1869|망포|12705683|3724578|127.0568305|37.24577779|subway|metro|20141
수인분당선|수인분당선|1872|매교|12701566|3726556|127.0156593|37.26556041|subway|metro|20124
3호선|3호선|0333|매봉|12704670|3748685|127.04670365630|37.486846437162|subway|metro|10334
수인분당선|수인분당선|1870|매탄권선|12704083|3725289|127.0408269|37.25288574|subway|metro|20125
7호선|7호선|2720|먹골|12707759|3761073|127.07758909843|37.610734294241|subway|metro|10710
7호선|7호선|2723|면목|12708743|3758852|127.08742510914|37.58852412394|subway|metro|10713
4호선|4호선|0424|명동|12698625|3756075|126.98624819313|37.560750732707|subway|metro|10416
5호선|5호선|2552|명일|12714399|3755150|127.14398831674|37.551497338122|subway|metro|10542
용인경전철|용인경전철|4510|명지대|12719031|3723810|127.19031164831104|37.23809788040597|subway|metro|130109
1호선|1호선|1707|명학|12693534|3738452|126.93533965661|37.384515605035|subway|metro|10166
8호선|8호선|1853|모란|12712914|3743265|127.1291394|37.43264655|subway|metro|10817
인천2호선|인천2호선|3223|모래내시장|12671979|3745587|126.71979331372317|37.455873135966954|subway|metro|30212
5호선|5호선|2521|목동|12686458|3752587|126.86457567573|37.525866710281|subway|metro|10511
8호선|8호선|2814|몽촌토성|12711239|3751742|127.11239208324|37.517424733642|subway|metro|10804
3호선|3호선|0315|무악재|12695018|3758212|126.95018141962|37.58211863709|subway|metro|10316
2호선|2호선|0235|문래|12689454|3751780|126.89454385427|37.517797355814|subway|metro|10232
경의중앙선|경의중앙선|1284|문산|12678714|3785450|126.7871446221954|37.85450053425135|subway|metro|100101
8호선|8호선|2819|문정|12712223|3748598|127.12222723510|37.485984904484|subway|metro|10809
인천1호선|인천1호선|3127|문학경기장|12669823|3743465|126.69822906280855|37.434648528598736|subway|metro|30106
수인분당선|수인분당선|1858|미금|12710865|3735008|127.10865491231|37.350081652478|subway|metro|20102
5호선|5호선|2563|미사|12719249|3756299|127.192490980441|37.562991348199|subway|metro|10560
4호선|4호선|0415|미아|12702583|3762657|127.02582871179|37.626571437348|subway|metro|10407
4호선|4호선|0416|미아사거리|12702990|3761325|127.02989806881|37.613252413525|subway|metro|10408
인천1호선|인천1호선|3112|박촌|12674487|3755383|126.74486797734|37.553832553795|subway|metro|30121
4호선|4호선|1753|반월|12690353|3731210|126.90352804537|37.312103957283|subway|metro|10439
7호선|7호선|2735|반포|12701153|3750821|127.01152997829|37.508207691962|subway|metro|10725
의정부경전철|의정부경전철|4601|발곡|12705295|3772713|127.05295103442051|37.72712625905529|subway|metro|20201
5호선|5호선|2516|발산|12683746|3755848|126.83745601878|37.558483854466|subway|metro|10506
2호선|2호선|0225|방배|12699764|3748130|126.99763595855|37.481302454653|subway|metro|10218
5호선|5호선|2557|방이|12712607|3750866|127.12607161864|37.508657379479|subway|metro|10547
1호선|1호선|1901|방학|12704425|3766743|127.04425193327|37.667434603794|subway|metro|10107
5호선|5호선|2511|방화|12681271|3757729|126.81271152507|37.577290658471|subway|metro|10501
1호선|1호선|1405|배방|12705268|3677767|127.05268137511335|36.77767176802998|subway|metro|10154
경의중앙선|경의중앙선|106C|백마|12679450|3765817|126.79449963231|37.658165387939|subway|metro|100110
3호선|3호선|1954|백석|12678794|3764302|126.78793611594|37.643015692544|subway|metro|10305
경춘선|경춘선|1325|백양리|12758879|3783077|127.58879318599473|37.83076715601318|subway|metro|120111
1호선|1호선|1807|백운|12670739|3748335|126.70738795347386|37.483346331332854|subway|metro|10144
6호선|6호선|2633|버티고개|12700661|3754807|127.00660860398|37.548069510471|subway|metro|10616
4호선|4호선|1457|범계|12695092|3738968|126.95091832959|37.389677231117|subway|metro|10434
의정부경전철|의정부경전철|4603|범골|12704366|3772872|127.04366171592174|37.72871577472016|subway|metro|20203
경춘선|경춘선|1313|별내|12714424|3764824|127.14424020713433|37.648243732291455|subway|metro|120119
4호선|4호선|0408|별내별가람|12711624|3766785|127.116241994779|37.6678462120372|subway|metro|10458
1호선|1호선|1716|병점|12703306|3720675|127.03306293923421|37.20675228740849|subway|metro|10174
7호선|7호선|2744|보라매|12692031|3749989|126.92030520147|37.499890039425|subway|metro|10734
신림선|신림선|4405|보라매공원|12691814|3749545|126.918140532784|37.4954456720422|subway|metro|180105
신림선|신림선|4406|보라매병원|12692355|3749296|126.923549547206|37.4929643194464|subway|metro|180106
6호선|6호선|2639|보문|12701922|3758543|127.01921921964|37.585430347406|subway|metro|10610
1호선|1호선|1914|보산|12705724|3791381|127.05723934414|37.913808085306|subway|metro|10193
수인분당선|수인분당선|1861|보정|12710818|3731273|127.1081763|37.31273429|subway|metro|20114
용인경전철|용인경전철|4514|보평|12721846|3725897|127.21845598985884|37.25897152006597|subway|metro|130113
8호선|8호선|2821|복정|12712662|3746995|127.1266224|37.4699545|subway|metro|10811
1호선|1호선|1401|봉명|12713551|3680107|127.13550965060|36.801073778253|subway|metro|10155
9호선|9호선|4129|봉은사|12706032|3751431|127.06031655332424|37.51431397207243|subway|metro|10929
2호선|2호선|0229|봉천|12694185|3748246|126.94184779866|37.482459776118|subway|metro|10222
6호선|6호선|2648|봉화산|12709109|3761747|127.09108572335|37.617471926377|subway|metro|10601
1호선|1호선|1815|부개|12674077|3748843|126.74077328104|37.48842879744|subway|metro|10142
경강선|경강선|1509|부발|12749054|3726014|127.49053745685013|37.260143667696695|subway|metro|20309
1호선|1호선|1804|부천|12678279|3748377|126.78279181345|37.483767421907|subway|metro|10139
7호선|7호선|3757|부천시청|12676373|3750454|126.76373316458304|37.5045413177899|subway|metro|10756
7호선|7호선|1982|부천종합운동장|12679725|3750544|126.79724680489885|37.5054415281503|subway|metro|10753
1호선|1호선|1806|부평|12672404|3749008|126.72404275409|37.490080225130|subway|metro|10143
7호선|7호선|3118|부평구청|12672113|3750796|126.72112843767|37.50795782498477|subway|metro|10760
인천1호선|인천1호선|3122|부평삼거리|12671014|3747758|126.71014237511|37.477579712128|subway|metro|30111
인천1호선|인천1호선|3119|부평시장|12672219|3749820|126.7221902037|37.498199789744|subway|metro|30114
우이신설경전철|우이신설경전철|4709|북한산보국문|12700826|3761214|127.008263392003|37.6121367531121|subway|metro|150105
우이신설경전철|우이신설경전철|4701|북한산우이|12701279|3766319|127.012789|37.663189|subway|metro|150113
3호선|3호선|2613|불광|12692963|3761013|126.92962810502|37.610133536135|subway|metro|10313
7호선|7호선|2724|사가정|12708847|3758101|127.08846879377|37.581014551483|subway|metro|10714
2호선|2호선|0226|사당|12698162|3747680|126.98162453702|37.476799200415|subway|metro|10219
경춘선|경춘선|1315|사릉|12717697|3765095|127.17696744121277|37.65095280518276|subway|metro|120112
수인분당선|수인분당선|1877|사리|12685710|3729064|126.85710444456184|37.290641235808586|subway|metro|20165
김포도시철도|김포도시철도|4926|사우|12671977|3762032|126.71976741873046|37.620321335136204|subway|metro|170107
9호선|9호선|4124|사평|12701554|3750417|127.01554027932|37.504166229245|subway|metro|10914
7호선|7호선|3762|산곡|12670354|3750861|126.703543714352|37.5086071956774|subway|metro|10761
4호선|4호선|1751|산본|12693308|3735798|126.93308012686|37.357979348568|subway|metro|10436
8호선|8호선|2822|산성|12714981|3745668|127.14981307043|37.456680741062|subway|metro|10812
용인경전철|용인경전철|4508|삼가|12716809|3724213|127.16808548031076|37.24213215169996|subway|metro|130107
4호선|4호선|2629|삼각지|12697343|3753476|126.97343081162|37.53475856776|subway|metro|10420
경강선|경강선|1503|삼동|12720343|3740873|127.20343259021207|37.408726944896514|subway|metro|20303
7호선|7호선|3759|삼산체육관|12674177|3750636|126.74177492739686|37.50636043412213|subway|metro|10758
2호선|2호선|0219|삼성|12706317|3750869|127.06316504681038|37.50869359555036|subway|metro|10212
9호선|9호선|4128|삼성중앙|12705278|3751293|127.05278237262088|37.512930033045436|subway|metro|10928
3호선|3호선|1950|삼송|12689540|3765312|126.89539721462|37.653124566126|subway|metro|10309
우이신설경전철|우이신설경전철|4706|삼양|12701816|3762692|127.018156780705|37.6269190539283|subway|metro|150108
우이신설경전철|우이신설경전철|4707|삼양사거리|12702049|3762132|127.020488845069|37.6213181360851|subway|metro|150107
9호선|9호선|4131|삼전|12708736|3750455|127.08736363126373|37.504549097056476|subway|metro|10931
수인분당선|수인분당선|1866|상갈|12710928|3726176|127.1092786|37.26176268|subway|metro|20128
4호선|4호선|0410|상계|12707313|3766090|127.07312868436|37.660904965127|subway|metro|10402
7호선|7호선|2741|상도|12694774|3750285|126.94774169771|37.502852373247|subway|metro|10731
7호선|7호선|3758|상동|12675299|3750570|126.7529908484151|37.50570416272326|subway|metro|10757
