101|10101|서울 1호선|가능|127.044288264841|37.7483963196456|SES1908
101|10102|서울 1호선|의정부|127.045956826767|37.7383624923599|SES1906
101|10103|서울 1호선|회룡|127.047295368138|37.7238058806629|SES1905
101|10104|서울 1호선|망월사|127.047418285506|37.7102191609902|SES1904
101|10105|서울 1호선|도봉산|127.04606271663916|37.68951167833238|SES1903
101|10106|서울 1호선|도봉|127.045534886672|37.6792119046658|SES1902
101|10107|서울 1호선|방학|127.044321721307|37.6674383662755|SES1901
101|10108|서울 1호선|창동|127.047644999036|37.6533385121404|SES1022
101|10109|서울 1호선|녹천|127.05138201885734|37.644633445567656|SES1021
101|10110|서울 1호선|월계|127.058857087601|37.6332775453974|SES1020
101|10111|서울 1호선|광운대|127.061695160651|37.6238373628149|SES1019
101|10112|서울 1호선|석계|127.06568946412851|37.61500552731744|SES1018
101|10113|서울 1호선|신이문|127.067398003775|37.6017816437084|SES1017
101|10114|서울 1호선|외대앞|127.06369251145765|37.596274142656114|SES1016
101|10115|서울 1호선|회기|127.058048369273|37.5897962196601|SES1015
101|10116|서울 1호선|청량리|127.04472723023305|37.580037056302906|SES0158
101|10117|서울 1호선|제기동|127.03494949507864|37.57817349658033|SES0157
101|10118|서울 1호선|신설동|127.024456700382|37.5760299683175|SES0156
101|10119|서울 1호선|동대문|127.01063381083677|37.571669405802616|SES0155
101|10120|서울 1호선|종로5가|127.00153834521934|37.57097610838373|SES0154
101|10121|서울 1호선|종로3가|126.992153252476|37.570420844523|SES0153
101|10122|서울 1호선|종각|126.98315081716676|37.570227990912244|SES0152
101|10123|서울 1호선|시청|126.97719821079865|37.56534539636417|SES0151
101|10124|서울 1호선|서울역|126.96974961781686|37.55332892758497|SES3169
101|10125|서울 1호선|남영|126.97133096608212|37.540566672483216|SES1002
101|10126|서울 1호선|용산|126.96462961258051|37.52977356999725|SES1003
101|10127|서울 1호선|노량진|126.942109882124|37.5140547961008|SES1004
101|10128|서울 1호선|대방|126.92649449142719|37.51335413975466|SES1005
101|10129|서울 1호선|신길|126.91836721069228|37.51678703217714|SES1032
101|10130|서울 1호선|영등포|126.907550274975|37.5156726288261|SES1006
101|10131|서울 1호선|신도림|126.891312500851|37.508908482648|SES1007
101|10132|서울 1호선|구로|126.88230806229326|37.50334155631282|SES1701
101|10133|서울 1호선|구일|126.86969110539|37.496254517687|SES1813
101|10134|서울 1호선|개봉|126.858715959622|37.4946417150651|SES1801
101|10135|서울 1호선|오류동|126.84480744815397|37.49439720933549|SES1802
101|10136|서울 1호선|온수|126.823828819915|37.4923999909922|SES1821
101|10137|서울 1호선|역곡|126.81205931841492|37.48531525961914|SES1803
101|10138|서울 1호선|소사|126.79564653125107|37.48280123201647|SES1814
101|10139|서울 1호선|부천|126.78308287157131|37.483989787369545|SES1804
101|10140|서울 1호선|중동|126.76453398304898|37.486681622773176|SES1822
101|10141|서울 1호선|송내|126.75315944764172|37.48764140324914|SES1805
101|10142|서울 1호선|부개|126.740730089704|37.488477043182|SES1815
101|10143|서울 1호선|부평|126.724331088618|37.4894490429055|SES1806
101|10144|서울 1호선|백운|126.707294407871|37.483342495597|SES1807
101|10145|서울 1호선|동암|126.702889753462|37.4706957867304|SES1808
101|10146|서울 1호선|간석|126.69351903231802|37.46470628162983|SES1816
101|10147|서울 1호선|주안|126.67996793218974|37.46505238644672|SES1809
101|10148|서울 1호선|도화|126.668575935273|37.4661175111199|SES1823
101|10149|서울 1호선|제물포|126.65749387411809|37.466819329634994|SES1810
101|10150|서울 1호선|도원|126.64253515710824|37.46877255664296|SES1817
101|10151|서울 1호선|동인천|126.63261605410459|37.4754032677399|SES1811
101|10152|서울 1호선|인천|126.61682219568799|37.476166712082836|SES1812
101|10160|서울 1호선|가산디지털단지|126.882614758479|37.4815311901749|SES1702
101|10161|서울 1호선|독산|126.88947790336374|37.46597376787178|SES1714
101|10162|서울 1호선|금천구청|126.893608614581|37.4561943743749|SES1703
101|10163|서울 1호선|석수|126.90232078368835|37.43509293822681|SES1704
101|10164|서울 1호선|관악|126.90849999541258|37.41956795517324|SES1705
101|10165|서울 1호선|안양|126.922729807594|37.4016838636508|SES1706
101|10166|서울 1호선|명학|126.935592791667|37.3844604191546|SES1707
101|10167|서울 1호선|금정|126.94327003910128|37.37233746119409|SES1708
101|10168|서울 1호선|군포|126.948517502286|37.35419227847359|SES1709
101|10169|서울 1호선|의왕|126.9479765012|37.3203421132836|SES1710
101|10170|서울 1호선|성균관대|126.971022000022|37.3003290017027|SES1711
101|10171|서울 1호선|화서|126.9896120326472|37.2840016829776|SES1712
101|10172|서울 1호선|수원|127.00004960484385|37.26568218296588|SES1713
101|10173|서울 1호선|세류|127.01379969649852|37.243872520123844|SES1715
101|10174|서울 1호선|병점|127.03320037309325|37.206752699495524|SES1716
101|10175|서울 1호선|세마|127.043426817312|37.1871352848477|SES1717
101|10176|서울 1호선|오산대|127.063075726398|37.1693504386917|SES1718
101|10177|서울 1호선|오산|127.066630122646|37.1447171633287|SES1719
101|10178|서울 1호선|진위|127.062355993621|37.1100790285838|SES1720
101|10179|서울 1호선|송탄|127.05428046136659|37.0757126572027|SES1721
101|10180|서울 1호선|서정리|127.052881703722|37.0565637021655|SES1722
101|10181|서울 1호선|평택지제|127.07051382655925|37.01890215095567|SES1723
101|10182|서울 1호선|평택|127.085272971043|36.9908490091432|SES1724
101|10183|서울 1호선|성환|127.126837110236|36.9159530167598|SES1725
101|10184|서울 1호선|직산|127.143823728817|36.8709328418739|SES1726
