401|40101|부산 1호선|신평|128.960618556493|35.0952286648109|PSS101
401|40102|부산 1호선|하단|128.966786546793|35.1062385683347|PSS102
401|40103|부산 1호선|당리|128.973696685691|35.1035668582463|PSS103
401|40104|부산 1호선|사하|128.983395006332|35.0997677417715|PSS104
401|40105|부산 1호선|괴정|128.992487217814|35.0999358214704|PSS105
401|40106|부산 1호선|대티|128.999943470572|35.1031581926258|PSS106
401|40107|부산 1호선|서대신|129.01213289704364|35.11091202151769|PSS107
401|40108|부산 1호선|동대신|129.0177333285286|35.11032054771603|PSS108
401|40109|부산 1호선|토성|129.019785649708|35.1007852525409|PSS109
401|40110|부산 1호선|자갈치|129.0260699211048|35.097195508119285|PSS110
401|40111|부산 1호선|남포|129.03473562824252|35.09790554832192|PSS111
401|40112|부산 1호선|중앙|129.036363969152|35.10372501690833|PSS112
401|40113|부산 1호선|부산역|129.0784743842795|35.20561606540984|PSS113
401|40114|부산 1호선|초량|129.042661154399|35.1205304214806|PSS114
401|40115|부산 1호선|부산진|129.04786649362282|35.12779789319554|PSS115
401|40116|부산 1호선|좌천|129.054455383044|35.1343820073548|PSS116
401|40117|부산 1호선|범일|129.0593530470863|35.14080317392284|PSS117
401|40118|부산 1호선|범내골|129.05924810527|35.1473134465248|PSS118
401|40119|부산 1호선|서면|129.059300883545|35.157939062512|PSS119
401|40120|부산 1호선|부전|129.06294651563462|35.162559450181284|PSS120
401|40121|부산 1호선|양정|129.071093977334|35.1727945202073|PSS121
401|40122|부산 1호선|시청|129.076559083164|35.1796794732693|PSS122
401|40123|부산 1호선|연산|129.081603364757|35.1860379097119|PSS123
401|40124|부산 1호선|교대|129.07999678024|35.19578446925463|PSS124
401|40125|부산 1호선|동래|129.0784743842795|35.20561606540984|PSS125
401|40126|부산 1호선|명륜|129.079702639717|35.2125752875352|PSS126
401|40127|부산 1호선|온천장|129.086435133803|35.2202705693472|PSS127
401|40128|부산 1호선|부산대|129.08942537773808|35.22964948660202|PSS128
401|40129|부산 1호선|장전|129.08814333961908|35.23807481304964|PSS129
401|40130|부산 1호선|구서|129.091288325323|35.2472824601624|PSS130
401|40131|부산 1호선|두실|129.091371463912|35.2570169811596|PSS131
401|40132|부산 1호선|남산|129.092416924607|35.265202901569|PSS132
401|40133|부산 1호선|범어사|129.09264111025075|35.27306328395934|PSS133
401|40134|부산 1호선|노포|129.09502424558|35.2838438093648|PSS134
401|40135|부산 1호선|다대포해수욕장|128.965782934439|35.0481605146045|PSS1M164
401|40136|부산 1호선|다대포항|128.971306868032|35.0576775626584|PSS1M163
401|40137|부산 1호선|낫개|128.979663395342|35.065334914564|PSS1M162
401|40138|부산 1호선|신장림|128.976593289614|35.07474295224438|PSS1M161
401|40139|부산 1호선|장림|128.977350698097|35.081961734507|PSS1M160
401|40140|부산 1호선|동매|128.973526035966|35.0897562520489|PSS1M159
402|40201|부산 2호선|호포|129.017518090893|35.2808327093335|PSS239
402|40202|부산 2호선|금곡|129.016807358278|35.2672407272281|PSS238
402|40203|부산 2호선|동원|129.012410550189|35.2586448319904|PSS237
